"","mag_id","mag_name","assembly_id","assembly_batch","mag_domain","mag_phylum","mag_class","mag_order","mag_family","mag_genus","mag_species","mag_closest_ani","mag_closest_af","mag_taxonomy","mag_completeness","mag_contamination","mag_size","mag_gc","mag_n50","mag_contigs","host_species"
"7110","EHM019231","EHA00656_bin.9.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","s__",0,0,"Genus",98.27,1.44,4267514,"43.50%",123622,55,"Podarcis filfolensis"
"7111","EHM019232","EHA00646_bin.1.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",85.71,0.69,"Genus",70.04,4.65,2624868,"59.20%",13149,255,"Podarcis filfolensis"
"7112","EHM019233","EHA00646_bin.10.fa","EHA00646","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Ventrimonas","s__",77.86,0.26,"Genus",99.36,0.02,3891849,"47.80%",115014,62,"Podarcis filfolensis"
"7113","EHM019234","EHA00646_bin.11.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides sp900552405",96.48,0.76,"Species",92.53,1.87,6609825,"43.30%",89525,125,"Podarcis filfolensis"
"7114","EHM019235","EHA00646_bin.12.fa","EHA00646","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","s__",0,0,"Genus",97.41,0.79,3921508,"42.10%",191198,29,"Podarcis filfolensis"
"7115","EHM019236","EHA00646_bin.13.fa","EHA00646","ABB0131","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter hormaechei_A",95.08,0.84,"Species",86.72,5.55,4233906,"56.00%",31135,235,"Podarcis filfolensis"
"7116","EHM019237","EHA00646_bin.14.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",86.45,3.53,2305901,"61.40%",16072,197,"Podarcis filfolensis"
"7117","EHM019238","EHA00646_bin.15.fa","EHA00646","ABB0131","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__",0,0,"Genus",93.16,0.08,3183239,"60.30%",16152,294,"Podarcis filfolensis"
"7118","EHM019239","EHA00646_bin.16.fa","EHA00646","ABB0131","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__",90.43,0.81,"Genus",95.91,0,3038541,"57.30%",70672,65,"Podarcis filfolensis"
"7119","EHM019240","EHA00646_bin.17.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__OM05-12","s__OM05-12 sp900760755",96.69,0.83,"Species",54.49,0.66,1775594,"41.80%",3056,603,"Podarcis filfolensis"
"7120","EHM019241","EHA00646_bin.18.fa","EHA00646","ABB0131","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__","s__",0,0,"Family",96.77,2.15,2036238,"42.10%",78407,52,"Podarcis filfolensis"
"7121","EHM019242","EHA00646_bin.19.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__",0,0,"Family",85.57,1.12,1750626,"53.90%",5902,367,"Podarcis filfolensis"
"7122","EHM019243","EHA00646_bin.2.fa","EHA00646","ABB0131","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-977","g__CAG-977","s__CAG-977 sp900553035",99.35,0.92,"Species",59.73,0.81,1628247,"54.20%",3767,481,"Podarcis filfolensis"
"7123","EHM019244","EHA00646_bin.20.fa","EHA00646","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Breznakia","s__",79.28,0.32,"Genus",75.25,2.02,2470468,"30.10%",3342,788,"Podarcis filfolensis"
"7124","EHM019245","EHA00646_bin.21.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",86.24,2.67,4112240,"47.70%",5923,848,"Podarcis filfolensis"
"7125","EHM019246","EHA00646_bin.22.fa","EHA00646","ABB0131","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__",0,0,"Genus",53.01,9.5,2702269,"51.00%",2684,1036,"Podarcis filfolensis"
"7126","EHM019247","EHA00646_bin.23.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",99.51,1.46,2577909,"57.70%",101178,51,"Podarcis filfolensis"
"7127","EHM019248","EHA00646_bin.24.fa","EHA00646","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__",90.77,0.86,"Genus",98.93,0.81,3461417,"28.20%",75773,112,"Podarcis filfolensis"
"7128","EHM019249","EHA00646_bin.3.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",95.62,0.69,5137672,"47.80%",50627,161,"Podarcis filfolensis"
"7129","EHM019250","EHA00646_bin.4.fa","EHA00646","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__14-2","s__",0,0,"Genus",51.82,9.23,3757154,"43.40%",2364,1556,"Podarcis filfolensis"
"7130","EHM019251","EHA00646_bin.5.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",82.07,0.6,"Genus",96.23,4.33,4705253,"45.50%",25035,298,"Podarcis filfolensis"
"7131","EHM019252","EHA00646_bin.6.fa","EHA00646","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",89.22,1.08,3673860,"49.50%",5542,788,"Podarcis filfolensis"
"7132","EHM019253","EHA00646_bin.7.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",54.34,5.17,1480494,"60.40%",2415,613,"Podarcis filfolensis"
"7133","EHM019254","EHA00646_bin.8.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",59.4,3.45,3811682,"44.00%",29710,206,"Podarcis filfolensis"
"7134","EHM019255","EHA00646_bin.9.fa","EHA00646","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",81.97,0.54,"Genus",95.93,2.04,5627675,"40.90%",77454,102,"Podarcis filfolensis"
"7135","EHM019256","EHA00641_bin.1.fa","EHA00641","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",81.89,0.53,"Genus",95.36,4.55,6128923,"43.00%",108116,127,"Podarcis filfolensis"
"7136","EHM019257","EHA00641_bin.10.fa","EHA00641","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__UBA932","g__Egerieousia","s__",0,0,"Genus",95.47,0.4,3183782,"45.70%",187339,38,"Podarcis filfolensis"
"7137","EHM019258","EHA00641_bin.11.fa","EHA00641","ABB0131","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Buchnera","s__",0,0,"Genus",100,0,630124,"26.10%",628515,2,"Podarcis filfolensis"
"7138","EHM019259","EHA00641_bin.12.fa","EHA00641","ABB0131","d__Bacteria","p__Cyanobacteriota","c__Vampirovibrionia","o__Gastranaerophilales","f__Gastranaerophilaceae","g__Scatousia","s__",0,0,"Genus",55.11,0.93,992284,"36.70%",2565,382,"Podarcis filfolensis"
"7139","EHM019260","EHA00641_bin.13.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hungatella_A","s__",82.57,0.59,"Genus",88.87,1.26,4392875,"47.40%",14653,457,"Podarcis filfolensis"
"7140","EHM019261","EHA00641_bin.14.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__DTU072","g__CAG-1782","s__",77.41,0.2,"Genus",94.35,1.21,2005023,"43.70%",80536,56,"Podarcis filfolensis"
"7141","EHM019262","EHA00641_bin.15.fa","EHA00641","ABB0131","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__",0,0,"Genus",78.88,0.2,2600424,"60.60%",5431,566,"Podarcis filfolensis"
"7142","EHM019263","EHA00641_bin.16.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruthenibacterium","s__",77.08,0.15,"Genus",97.27,0.87,3100526,"53.40%",40357,126,"Podarcis filfolensis"
"7143","EHM019264","EHA00641_bin.17.fa","EHA00641","ABB0131","d__Bacteria","p__Chlamydiota","c__Chlamydiia","o__Chlamydiales","f__CALTSX01","g__CALTSX01","s__",79.02,0.48,"Genus",90.2,0,1233856,"35.60%",69572,35,"Podarcis filfolensis"
"7144","EHM019265","EHA00641_bin.18.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__UBA660","g__Onthocola_B","s__",0,0,"Genus",82.13,3.93,1045035,"26.20%",8559,171,"Podarcis filfolensis"
"7145","EHM019266","EHA00641_bin.19.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",93.95,0.47,1905352,"36.00%",674616,6,"Podarcis filfolensis"
"7146","EHM019267","EHA00641_bin.2.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",95.93,1.53,3824291,"49.70%",21877,275,"Podarcis filfolensis"
"7147","EHM019268","EHA00641_bin.20.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",92.34,0.67,4361122,"31.70%",11203,498,"Podarcis filfolensis"
"7148","EHM019269","EHA00641_bin.21.fa","EHA00641","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",83.55,0.81,"Genus",95,0.96,2022101,"60.10%",25537,129,"Podarcis filfolensis"
"7149","EHM019270","EHA00641_bin.3.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Breznakia","s__",80.25,0.34,"Genus",99.05,0,3038022,"30.00%",53800,92,"Podarcis filfolensis"
"7150","EHM019271","EHA00641_bin.4.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","s__",0,0,"Genus",98.27,0.57,3730717,"41.80%",57887,106,"Podarcis filfolensis"
"7151","EHM019272","EHA00641_bin.5.fa","EHA00641","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",80.67,0.62,"Genus",61.28,7.37,2211930,"59.20%",3954,662,"Podarcis filfolensis"
"7152","EHM019273","EHA00641_bin.6.fa","EHA00641","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides gordonii",97.1,0.86,"Species",85.52,1.02,4954840,"44.80%",14793,466,"Podarcis filfolensis"
"7153","EHM019274","EHA00641_bin.7.fa","EHA00641","ABB0131","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RUG11792","f__","g__","s__",0,0,"Order",91.39,0,1173488,"51.80%",41853,94,"Podarcis filfolensis"
"7154","EHM019275","EHA00641_bin.8.fa","EHA00641","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",90.93,0.67,"Genus",62.06,9.82,2964852,"42.30%",184347,40,"Podarcis filfolensis"
"7155","EHM019276","EHA00641_bin.9.fa","EHA00641","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__RFN20","f__CAG-449","g__","s__",0,0,"Family",100,0,1767935,"29.70%",259061,31,"Podarcis filfolensis"
"7156","EHM019277","EHA00650_bin.1.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",97.12,2.76,4313670,"44.00%",56170,120,"Podarcis filfolensis"
"7157","EHM019278","EHA00650_bin.10.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hungatella","s__",0,0,"Genus",69.66,0.69,3949018,"49.10%",3990,1096,"Podarcis filfolensis"
"7158","EHM019279","EHA00650_bin.11.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",70.27,1.21,1359628,"40.40%",4052,380,"Podarcis filfolensis"
"7159","EHM019280","EHA00650_bin.13.fa","EHA00650","ABB0131","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__",0,0,"Genus",90.29,0.89,2771130,"60.90%",9014,438,"Podarcis filfolensis"
"7160","EHM019281","EHA00650_bin.14.fa","EHA00650","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",52.81,4.3,2491413,"52.20%",2487,997,"Podarcis filfolensis"
"7161","EHM019282","EHA00650_bin.15.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",0,0,"Genus",72.39,2.59,2441303,"47.20%",4612,611,"Podarcis filfolensis"
"7162","EHM019283","EHA00650_bin.16.fa","EHA00650","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",82.46,0.49,"Genus",90.63,2.22,5069970,"44.30%",47474,155,"Podarcis filfolensis"
"7163","EHM019284","EHA00650_bin.2.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__CAG-508","g__CAG-269","s__",0,0,"Genus",71.67,1.14,1584099,"28.30%",9736,213,"Podarcis filfolensis"
"7164","EHM019285","EHA00650_bin.3.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Breznakia","s__",80.26,0.37,"Genus",96.22,0,2836335,"30.30%",28749,173,"Podarcis filfolensis"
"7165","EHM019286","EHA00650_bin.4.fa","EHA00650","ABB0131","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__NHYM01","s__",80.77,0.79,"Genus",78.48,1.29,1106643,"31.70%",3567,339,"Podarcis filfolensis"
"7166","EHM019287","EHA00650_bin.5.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",60.02,6.18,2007964,"49.80%",8795,287,"Podarcis filfolensis"
"7167","EHM019288","EHA00650_bin.6.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",0,0,"Genus",84.61,1.15,3399407,"48.20%",61343,83,"Podarcis filfolensis"
"7168","EHM019289","EHA00650_bin.7.fa","EHA00650","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",79.68,0.34,"Genus",95.94,0.93,4990706,"48.20%",35226,226,"Podarcis filfolensis"
"7169","EHM019290","EHA00650_bin.8.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",92,2.38,2372126,"44.30%",14257,240,"Podarcis filfolensis"
"7170","EHM019291","EHA00650_bin.9.fa","EHA00650","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Fimenecus","s__",0,0,"Genus",98.65,0.34,2315591,"46.50%",111236,27,"Podarcis filfolensis"
"7171","EHM019292","EHA00713_bin.1.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Ruminococcus_E","s__",78.75,0.44,"Genus",81.51,1.57,1646472,"34.60%",5357,362,"Podarcis muralis"
"7172","EHM019293","EHA00713_bin.10.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","s__",0,0,"Genus",84.09,1.29,2847078,"42.30%",6899,498,"Podarcis muralis"
"7173","EHM019294","EHA00713_bin.11.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-95","s__",0,0,"Genus",94.44,1.8,3157953,"41.30%",89456,69,"Podarcis muralis"
"7174","EHM019295","EHA00713_bin.12.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota","c__Bacilli","o__Mycoplasmatales","f__Mycoplasmoidaceae","g__Mycoplasmoides","s__",0,0,"Genus",100,0.94,1004285,"27.10%",203579,12,"Podarcis muralis"
"7175","EHM019296","EHA00713_bin.13.fa","EHA00713","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",92.01,0.9,"Genus",85.48,1.18,3301227,"43.20%",12380,389,"Podarcis muralis"
"7176","EHM019297","EHA00713_bin.14.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Breznakia","s__",80.23,0.38,"Genus",95.28,1.35,2867556,"30.10%",10156,416,"Podarcis muralis"
"7177","EHM019298","EHA00713_bin.15.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",74.41,6.33,2847572,"50.80%",5757,572,"Podarcis muralis"
"7178","EHM019299","EHA00713_bin.16.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",76.55,3.35,3194383,"47.00%",5835,640,"Podarcis muralis"
"7179","EHM019300","EHA00713_bin.17.fa","EHA00713","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",83.1,0,4039394,"45.50%",79931,102,"Podarcis muralis"
"7180","EHM019301","EHA00713_bin.18.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__",77.14,0.16,"Genus",74.32,1.01,2622939,"48.20%",3716,780,"Podarcis muralis"
"7181","EHM019302","EHA00713_bin.19.fa","EHA00713","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",85.35,4.22,2306528,"61.20%",7559,381,"Podarcis muralis"
"7182","EHM019303","EHA00713_bin.2.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",71.07,2.01,2350510,"43.60%",4129,664,"Podarcis muralis"
"7183","EHM019304","EHA00713_bin.20.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__CAKTEE01","s__",80.75,0.54,"Genus",83.83,1.7,2169151,"43.60%",6048,448,"Podarcis muralis"
"7184","EHM019305","EHA00713_bin.21.fa","EHA00713","ABB0132","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__",0,0,"Genus",94.44,0,2793882,"61.40%",11524,352,"Podarcis muralis"
"7185","EHM019306","EHA00713_bin.22.fa","EHA00713","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",66.79,1.28,2819079,"48.00%",6917,517,"Podarcis muralis"
"7186","EHM019307","EHA00713_bin.25.fa","EHA00713","ABB0132","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter_J","s__",79.82,0.66,"Genus",93.86,0.82,1712137,"35.70%",9291,252,"Podarcis muralis"
"7187","EHM019308","EHA00713_bin.26.fa","EHA00713","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",81.4,0.47,"Genus",52.93,5.17,4777484,"43.60%",13251,455,"Podarcis muralis"
"7188","EHM019309","EHA00713_bin.3.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Ventrimonas","s__",77.8,0.2,"Genus",89.28,2.24,3068710,"48.40%",9176,430,"Podarcis muralis"
"7189","EHM019310","EHA00713_bin.4.fa","EHA00713","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",94.1,0.83,"Genus",89.15,1.19,4181710,"45.80%",13957,429,"Podarcis muralis"
"7190","EHM019311","EHA00713_bin.5.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__CAG-917","g__","s__",0,0,"Family",91.49,0,1753581,"44.70%",98154,40,"Podarcis muralis"
"7191","EHM019312","EHA00713_bin.7.fa","EHA00713","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Fimenecus","s__",0,0,"Genus",98.65,0.34,2210644,"46.20%",96015,36,"Podarcis muralis"
"7192","EHM019313","EHA00713_bin.8.fa","EHA00713","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides goldsteinii",98.16,0.87,"Species",62.24,3.45,4818338,"44.40%",17120,370,"Podarcis muralis"
"7193","EHM019314","EHA00713_bin.9.fa","EHA00713","ABB0132","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__",91.35,0.99,"Genus",53.19,0,1134609,"59.30%",2419,464,"Podarcis muralis"
"7194","EHM019315","EHA00652_bin.1.fa","EHA00652","ABB0131","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__",0,0,"Genus",90.18,0.61,3348125,"60.40%",13751,379,"Podarcis filfolensis"
"7195","EHM019316","EHA00652_bin.10.fa","EHA00652","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",95.96,0.54,3800059,"43.20%",32704,183,"Podarcis filfolensis"
