LI Code,LI Batch,Library barcode,Sample,EX Sample,Library replicate,Coordinates,Purpose,Input volume,Input DNA (ng),EX concentration (ng/ul),Adaptor nM,Required PCR cycles,Adaptor dimers,Notes,Indexed libraries,Number of indexed libraries,Sequencing datasets,Autonumber,Autonumber2,IN (Indexing),EX (Extraction),QPCR QC,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Species,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequencing datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Sample Batch,IN Code (from IN (Indexing)),ENA Sample accession,IN batch (from IN (Indexing)),collaborator,geographic location (region and locality),Sample Batch 2,QualityControlGroup,QC - Library qPCR based,Indexed,Sequenced,Order,PCR group
ACC86E1L1,LIB0039,LV1053384019,ACC86,ACC86E1,L1,P113_3B,metagenome,24.0,0.0,0.00,2,16,1,0,ACC86E1L1I1,1,EHI00836,1263,01263,ACC86E1L1I1,,,13/11/2021,-12.600,-70.066,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,Adult,78.00,30.50,Female,SD01925,1,6.72,5.116,1.21,2,ERP142086,SEB007,,ACC86E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Coraciiformes,16
ACC91E1L1,LIB0039,LV1053384040,ACC91,ACC91E1,L1,P113_3C,metagenome,24.0,0.0,0.00,2,16,1,0,ACC91E1L1I1,1,EHI00837,1264,01264,ACC91E1L1I1,,,21/11/2021,-12.431,-70.678,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Adult,109.00,19.50,,SD01976,1,6.63,5.014,1.21,2,ERP142118,SEB007,,ACC91E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACC98E1L1,LIB0039,LV1053383996,ACC98,ACC98E1,L1,P113_3D,metagenome,24.0,0.0,0.00,2,20,3,0,ACC98E1L1I1,1,EHI00849,1265,01265,ACC98E1L1I1,,,21/11/2021,-12.431,-70.678,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,Adult,77.00,29.70,Male,SD01930,1,10.19,1.011,3.40,2,ERP142086,SEB007,,ACC98E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Fail,1,1,Coraciiformes,20
ACD05E1L1,LIB0039,LV1053383969,ACD05,ACD05E1,L1,P113_3E,metagenome,24.0,0.0,0.00,2,20,2,0,ACD05E1L1I1,1,EHI00850,1266,01266,ACD05E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Juvenile,100.00,15.90,,SD01970,1,8.84,3.037,5.05,2,ERP142118,SEB007,,ACD05E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Fail,1,1,Passeriformes,20
ACD06E1L1,LIB0039,LV1053383971,ACD06,ACD06E1,L1,P113_3F,metagenome,24.0,3.9,0.16,5,12,0,0,ACD06E1L1I1,1,EHI00814,1267,01267,ACD06E1L1I1,,,13/11/2021,-12.600,-70.066,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Paroaria gularis,548512 ,Red-capped cardinal ,Adult,85.00,28.90,,SD01947,1,7.98,6.704,0.96,0,,SEB007,,ACD06E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,13
ACD17E1L1,LIB0039,LV1053384030,ACD17,ACD17E1,L1,P113_3G,metagenome,24.0,0.0,0.00,2,18,0,0,ACD17E1L1I1,1,EHI00845,1268,01268,ACD17E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Juvenile,101.00,17.20,,SD01974,1,8.00,6.183,1.17,2,ERP142118,SEB007,,ACD17E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,19
ACD19E1L1,LIB0039,LV1053383970,ACD19,ACD19E1,L1,P113_3H,metagenome,24.0,0.0,0.00,2,18,1,0,ACD19E1L1I1,1,EHI00846,1269,01269,ACD19E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Adult,105.00,18.20,,SD01967,1,8.51,6.848,0.80,2,ERP142118,SEB007,,ACD19E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,19
ACD20E1L1,LIB0039,LV1053383984,ACD20,ACD20E1,L1,P113_4A,metagenome,24.0,6.0,0.25,5,20,2,0,ACD20E1L1I1,1,EHI00851,1270,01270,ACD20E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Juvenile,103.00,17.50,,SD01968,1,5.98,3.653,1.36,2,ERP142118,SEB007,,ACD20E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Fail,1,1,Passeriformes,20
ACD23E1L1,LIB0039,LV1053383957,ACD23,ACD23E1,L1,P113_4B,metagenome,24.0,3.2,0.14,5,12,0,0,ACD23E1L1I1,1,EHI00815,1271,01271,ACD23E1L1I1,,,13/11/2021,-12.600,-70.066,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Paroaria gularis,548512 ,Red-capped cardinal ,Adult,82.00,29.60,,SD01945,1,6.85,5.731,0.84,0,,SEB007,,ACD23E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,13
ACD26E1L1,LIB0039,LV1053383968,ACD26,ACD26E1,L1,P113_4C,metagenome,24.0,0.0,0.00,2,15,0,0,ACD26E1L1I1,1,EHI00831,1272,01272,ACD26E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Juvenile,102.00,17.10,,SD01971,1,6.97,6.613,0.00,0,ERP142118,SEB007,,ACD26E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD65E1L1,LIB0039,LV1053384007,ACD65,ACD65E1,L1,P113_4D,metagenome,24.0,0.0,0.00,2,18,1,0,ACD65E1L1I1,1,EHI00847,1273,01273,ACD65E1L1I1,,,14/6/2021,-12.404,-70.721,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,Adult,78.00,31.50,,SD01928,1,9.00,8.448,0.00,0,ERP142086,SEB007,,ACD65E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Coraciiformes,19
ACD80E1L1,LIB0039,LV1053384018,ACD80,ACD80E1,L1,P113_4E,metagenome,24.0,0.0,0.00,2,20,3,0,ACD80E1L1I1,1,EHI00852,1274,01274,ACD80E1L1I1,,,22/6/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Adult,108.00,19.30,,SD01981,1,7.55,0.903,4.91,2,ERP142118,SEB007,,ACD80E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Fail,1,1,Passeriformes,20
ACD85E1L1,LIB0039,LV1053384041,ACD85,ACD85E1,L1,P113_4F,metagenome,24.0,0.0,0.00,2,15,0,0,ACD85E1L1I1,1,EHI00832,1275,01275,ACD85E1L1I1,,,1/7/2021,-12.047,-71.189,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Adult,110.00,17.70,,SD01982,1,6.89,4.871,1.63,2,ERP142118,SEB007,,ACD85E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD88E1L1,LIB0039,LV1053384042,ACD88,ACD88E1,L1,P113_4G,metagenome,24.0,0.0,0.00,2,21,2,0,ACD88E1L1I1,1,EHI00855,1276,01276,ACD88E1L1I1,,,22/6/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,Adult,80.00,31.50,Female,SD01931,1,8.34,0.331,6.81,2,ERP142086,SEB007,,ACD88E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Fail,1,1,Coraciiformes,20
ACD92E1L1,LIB0039,LV1053384031,ACD92,ACD92E1,L1,P113_4H,metagenome,24.0,0.0,0.00,2,17,2,0,ACD92E1L1I1,1,EHI00843,1277,01277,ACD92E1L1I1,,,14/6/2021,-12.404,-70.721,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Paroaria gularis,548512 ,Red-capped cardinal ,Adult,83.00,28.10,,SD01951,1,4.79,3.406,0.74,0,,SEB007,,ACD92E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,19
ACD98E1L1,LIB0039,LV1053383983,ACD98,ACD98E1,L1,P113_5A,metagenome,24.0,0.0,0.00,2,21,3,0,ACD98E1L1I1,1,EHI00856,1278,01278,ACD98E1L1I1,,,1/12/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Juvenile,106.00,16.40,,SD01978,1,7.84,1.265,4.94,2,ERP142118,SEB007,,ACD98E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Fail,1,1,Passeriformes,20
ACE08E1L1,LIB0039,LV1053383956,ACE08,ACE08E1,L1,P113_5B,metagenome,24.0,0.0,0.00,2,16,0,0,ACE08E1L1I1,1,EHI00838,1279,01279,ACE08E1L1I1,,,1/12/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tachycineta albiventer,173223,White-winged swallow ,Adult,103.00,16.80,,SD01977,1,8.46,7.941,0.00,0,ERP142118,SEB007,,ACE08E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACE11E1L1,LIB0039,LV1053383980,ACE11,ACE11E1,L1,P113_5C,metagenome,24.0,63.4,2.64,20,9,0,0,ACE11E1L1I1,1,EHI00797,1280,01280,ACE11E1L1I1,,,22/6/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,Adult,81.00,29.00,Female,SD01932,1,5.25,5.035,0.00,0,ERP142086,SEB007,,ACE11E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group6,Pass,1,1,Coraciiformes,10
ACE21E1L1,LIB0039,LV1053384044,ACE21,ACE21E1,L1,P113_5D,metagenome,24.0,0.0,0.00,2,16,0,0,ACE21E1L1I1,1,EHI00839,1281,01281,ACE21E1L1I1,,,13/11/2021,-12.600,-70.066,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Paroaria gularis,548512 ,Red-capped cardinal ,Adult,81.00,30.70,,SD01948,1,9.37,7.310,1.53,0,,SEB007,,ACE21E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACE30E1L1,LIB0039,LV1053384017,ACE30,ACE30E1,L1,P113_5E,metagenome,24.0,0.0,0.00,2,18,1,0,ACE30E1L1I1,1,EHI00848,1282,01282,ACE30E1L1I1,,,14/6/2021,-12.404,-70.721,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,Adult,76.00,29.60,,SD01927,1,5.66,4.178,0.93,2,ERP142086,SEB007,,ACE30E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Coraciiformes,19
ACE33E1L1,LIB0039,LV1053383982,ACE33,ACE33E1,L1,P113_5F,metagenome,24.0,0.0,0.00,2,16,2,0,ACE33E1L1I1,1,EHI00840,1283,01283,ACE33E1L1I1,,,1/7/2021,-12.047,-71.189,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,Adult,78.00,32.70,Female,SD01933,1,8.94,6.561,1.47,2,ERP142086,SEB007,,ACE33E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Coraciiformes,16
ACE43E1L1,LIB0039,LV1053383972,ACE43,ACE43E1,L1,P113_5G,metagenome,24.0,0.0,0.00,2,20,2,0,ACE43E1L1I1,1,EHI00853,1284,01284,ACE43E1L1I1,,,21/11/2021,-12.431,-70.678,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,Adult,77.00,29.70,Female,SD01929,1,8.89,4.040,3.45,2,ERP142086,SEB007,,ACE43E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Fail,1,1,Coraciiformes,20
C1_EXB0038E1L1,LIB0039,LV1053384016,C1_EXB0038,C1_EXB0038E1,L1,P113_5H,unknown,24.0,1.8,0.08,5,20,3,0,C1_EXB0038E1L1I1,1,EHI00854,1285,01285,C1_EXB0038E1L1I1,,,,,,,,,,,,,,,,,,1,13.06,0.189,0.00,0,,SEB007,,C1_EXB0038E1L1I1,,INB0037,,,,Group8,Fail,1,1,,20
ACC84E1L1,LIB0041,LV1053384154,ACC84,ACC84E1,L1,P113_6A,metagenome,24.0,1.8,0.08,5,14,1,0,ACC84E1L1I1,1,EHI00825,1286,01286,ACC84E1L1I1,,,1/12/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Paroaria gularis,548512 ,Red-capped cardinal ,Juvenile,81.00,28.00,,SD02431,1,6.00,4.185,1.22,0,,SEB007,,ACC84E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACC89E1L1,LIB0041,LV1053384189,ACC89,ACC89E1,L1,P113_6B,metagenome,24.0,1.2,0.05,5,13,0,0,ACC89E1L1I1,1,EHI00820,1287,01287,ACC89E1L1I1,,,1/7/2021,-12.047,-71.189,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Paroaria gularis,548512 ,Red-capped cardinal ,,93.00,58.90,Male,SD02455,1,6.75,4.604,1.86,0,,SEB007,,ACC89E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,13
ACC93E1L1,LIB0041,LV1053384196,ACC93,ACC93E1,L1,P113_6C,metagenome,24.0,2.0,0.08,5,13,0,0,ACC93E1L1I1,1,EHI00821,1288,01288,ACC93E1L1I1,,,1/12/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Paroaria gularis,548512 ,Red-capped cardinal ,,86.00,31.40,,SD02433,1,6.71,5.431,1.05,0,,SEB007,,ACC93E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,13
ACD04E1L1,LIB0041,LV1053384160,ACD04,ACD04E1,L1,P113_6D,metagenome,24.0,1.4,0.06,5,13,1,0,ACD04E1L1I1,1,EHI00822,1289,01289,ACD04E1L1I1,,,1/12/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Paroaria gularis,548512 ,Red-capped cardinal ,,89.00,32.00,,SD02432,1,8.74,6.394,1.96,0,,SEB007,,ACD04E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,13
ACD11E1L1,LIB0041,LV1053384232,ACD11,ACD11E1,L1,P113_6E,metagenome,24.0,1.0,0.04,5,17,3,0,ACD11E1L1I1,1,EHI00844,1290,01290,ACD11E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tyrannus melancholicus,121427,Tropical kingbird ,,110.00,46.40,,SD02427,1,10.01,1.818,0.00,0,,SEB007,,ACD11E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Tyrannidae,19
ACD13E1L1,LIB0041,LV1053384198,ACD13,ACD13E1,L1,P113_6F,metagenome,24.0,0.8,0.03,5,14,1,0,ACD13E1L1I1,1,EHI00826,1291,01291,ACD13E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tyrannus melancholicus,121427,Tropical kingbird ,,117.00,42.70,,SD02426,1,8.38,6.257,1.33,1,,SEB007,,ACD13E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Tyrannidae,16
ACD21E1L1,LIB0041,LV1053384176,ACD21,ACD21E1,L1,P113_6G,metagenome,24.0,1.7,0.07,5,13,1,0,ACD21E1L1I1,1,EHI00823,1292,01292,ACD21E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tyrannus melancholicus,121427,Tropical kingbird ,,112.00,42.10,,SD02424,1,6.56,0.022,6.31,1,,SEB007,,ACD21E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Tyrannidae,13
ACD27E1L1,LIB0041,LV1053384186,ACD27,ACD27E1,L1,P113_6H,metagenome,24.0,1.2,0.05,5,14,2,0,ACD27E1L1I1,1,EHI00827,1293,01293,ACD27E1L1I1,,,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Tyrannus melancholicus,121427,Tropical kingbird ,,109.00,37.30,,SD02425,1,4.73,2.040,1.17,1,,SEB007,,ACD27E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Tyrannidae,16
ACD28E1L1,LIB0041,LV1053384234,ACD28,ACD28E1,L1,P113_7A,metagenome,24.0,0.7,0.03,5,14,1,0,ACD28E1L1I1,1,EHI00999,1294,01294,ACD28E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Sclerurus caudacutus,1094510,Black-tailed leaftosser,,80.00,34.30,,SD02476,1,4.36,2.140,1.58,0,,SEB008,,ACD28E1L1I1,,INB0039,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD29E1L1,LIB0041,LV1053384233,ACD29,ACD29E1,L1,P113_7B,metagenome,24.0,1.5,0.06,5,15,1,0,ACD29E1L1I1,1,EHI01002,1295,01295,ACD29E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Isleria hauxwelli,88177,Plain-throated antwren,,47.00,11.00,Male,SD02468,1,5.98,3.836,1.14,0,,SEB008,,ACD29E1L1I1,,INB0039,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD32E1L1,LIB0041,LV1053384185,ACD32,ACD32E1,L1,P113_7C,metagenome,24.0,2.7,0.11,5,12,1,0,ACD32E1L1I1,1,EHI00948,1296,01296,ACD32E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Momotus coeruliceps,2502809,Blue-capped motmot,,123.00,97.80,,SD02474,1,3.87,2.311,1.23,0,,SEB008,,ACD32E1L1I1,,INB0039,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Coraciiformes,13
ACD33E1L1,LIB0041,LV1053384164,ACD33,ACD33E1,L1,P113_7D,metagenome,24.0,3.8,0.16,5,11,0,0,ACD33E1L1I1,1,EHI00991,1297,01297,ACD33E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Dendrocincla merula,261818,White-chinned woodcreeper ,,105.00,45.90,,SD02475,1,3.41,3.190,0.00,0,,SEB008,,ACD33E1L1I1,,INB0039,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,13
ACD34E1L1,LIB0041,LV1053384178,ACD34,ACD34E1,L1,P113_7E,metagenome,24.0,2.4,0.10,5,15,2,0,ACD34E1L1I1,1,EHI00901,1298,01298,ACD34E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Myrmoborus myotherinus,288070,Black-faced antbird,,61.00,21.80,,SD02471,1,5.76,2.389,0.96,0,,SEB008,,ACD34E1L1I1,,INB0039,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD37E1L1,LIB0041,LV1053384199,ACD37,ACD37E1,L1,P113_7F,metagenome,24.0,7.3,0.30,5,11,0,0,ACD37E1L1I1,1,EHI00955,1299,01299,ACD37E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Percnostola fortis,2767834,Sooty antbird,,99.00,42.60,,SD02467,1,8.22,5.614,1.91,0,,SEB008,,ACD37E1L1I1,,INB0039,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,13
ACD40E1L1,LIB0041,LV1053384211,ACD40,ACD40E1,L1,P113_7G,metagenome,24.0,1.1,0.05,5,17,1,0,ACD40E1L1I1,1,EHI00905,1300,01300,ACD40E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Oneillornis salvini,468487,White-throated antbird,,68.00,24.70,Female,SD02464,1,8.28,0.424,0.00,0,,SEB008,,ACD40E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,19
ACD41E1L1,LIB0041,LV1053384213,ACD41,ACD41E1,L1,P113_7H,metagenome,24.0,0.9,0.04,5,15,2,0,ACD41E1L1I1,1,EHI00931,1301,01301,ACD41E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Turdus albicollis,411549,White-necked thrush,,108.00,52.40,,SD02477,1,4.09,3.192,0.00,0,,SEB008,,ACD41E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD44E1L1,LIB0041,LV1053384161,ACD44,ACD44E1,L1,P113_8A,metagenome,24.0,0.7,0.03,5,17,3,0,ACD44E1L1I1,1,EHI00940,1302,01302,ACD44E1L1I1,,,30/10/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Platyrinchus coronatus,649805,Golden-crowned spadebill,,58.00,10.40,,SD02479,1,5.19,0.521,1.30,0,,SEB008,,ACD44E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,19
ACD47E1L1,LIB0041,LV1053384188,ACD47,ACD47E1,L1,P113_8B,metagenome,24.0,0.9,0.04,5,16,2,0,ACD47E1L1I1,1,EHI00886,1303,01303,ACD47E1L1I1,,,30/10/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Pipra fasciicauda,114356,Band-tailed manakin,,61.00,17.00,Female,SD02478,1,0.43,0.350,0.00,0,,SEB008,,ACD47E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD49E1L1,LIB0041,LV1053384236,ACD49,ACD49E1,L1,P113_8C,metagenome,24.0,1.2,0.05,5,16,1,0,ACD49E1L1I1,1,EHI00926,1304,01304,ACD49E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Phlegopsis nigromaculata,255379,Black-spotted bare-eye,,89.00,42.50,,SD02472,1,3.95,1.665,1.22,0,,SEB008,,ACD49E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD50E1L1,LIB0041,LV1053384212,ACD50,ACD50E1,L1,P113_8D,metagenome,24.0,3.1,0.13,5,12,0,0,ACD50E1L1I1,1,EHI00983,1305,01305,ACD50E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Dendrocincla merula,261818,White-chinned woodcreeper ,,106.00,42.90,,SD02466,1,2.48,2.313,0.00,0,,SEB008,,ACD50E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,13
L1,LIB0041,LV1053384200,,,L1,P113_8E,,24.0,0.7,,5,17,3,ACD52,,0,,1306,01306,,,,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,,,,,,,Group8,Pass,0,0,,19
ACD53E1L1,LIB0041,LV1053384235,ACD53,ACD53E1,L1,P113_8F,metagenome,24.0,0.6,0.03,5,15,1,0,ACD53E1L1I1,1,EHI00833,1307,01307,ACD53E1L1I1,,,30/10/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Chloroceryle americana,57406,Green kingfisher,,78.00,28.60,Male,SD02481,1,6.83,6.316,0.00,0,ERP142086,SEB007,,ACD53E1L1I1,,INB0037,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Coraciiformes,16
ACD55E1L1,LIB0041,LV1053384220,ACD55,ACD55E1,L1,P113_8G,metagenome,24.0,0.6,0.03,5,15,2,0,ACD55E1L1I1,1,EHI00962,1308,01308,ACD55E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Pipra fasciicauda,114356,Band-tailed manakin,,65.00,17.30,,SD02463,1,2.76,2.342,0.00,0,,SEB008,,ACD55E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD58E1L1,LIB0041,LV1053384237,ACD58,ACD58E1,L1,P113_8H,metagenome,24.0,0.8,0.03,5,16,2,0,ACD58E1L1I1,1,EHI00865,1309,01309,ACD58E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Xiphorhynchus elegans,269412,Elegant woodcreeper,,95.00,35.60,,SD02473,1,5.33,2.723,0.79,0,,SEB008,,ACD58E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD60E1L1,LIB0041,LV1053384221,ACD60,ACD60E1,L1,P113_9A,metagenome,24.0,1.4,0.06,5,15,2,0,ACD60E1L1I1,1,EHI00993,1310,01310,ACD60E1L1I1,,,30/10/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Dendrocincla merula,261818,White-chinned woodcreeper ,,97.00,39.80,,SD02480,1,4.35,0.356,3.23,0,,SEB008,,ACD60E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
ACD61E1L1,LIB0041,LV1053384165,ACD61,ACD61E1,L1,P113_9B,metagenome,24.0,3.0,0.13,5,15,2,0,ACD61E1L1I1,1,EHI00947,1311,01311,ACD61E1L1I1,,,16/6/2022,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,Isleria hauxwelli,88177,Plain-throated antwren,,50.00,10.80,,SD02469,1,3.71,2.102,0.82,0,,SEB008,,ACD61E1L1I1,,INB0040,Tali Magory Cohen,Madre de Dios,,Group8,Pass,1,1,Passeriformes,16
